,LR,MOM,BS,Epochs,Acc,Time
440,0.01,1.0,64,29,0.215625,274.83200120925903
441,0.01,1.0,64,29,0.215625,274.83200120925903
442,0.01,1.0,64,29,0.215625,274.83200120925903
443,0.01,1.0,64,29,0.215625,274.83200120925903
444,0.01,1.0,64,29,0.215625,274.83200120925903
445,0.01,1.0,64,29,0.215625,274.83200120925903
446,0.01,1.0,64,29,0.215625,274.83200120925903
447,0.01,1.0,64,29,0.215625,274.83200120925903
448,0.01,1.0,64,29,0.215625,274.83200120925903
449,0.01,1.0,64,29,0.215625,274.83200120925903
450,0.01,1.0,64,29,0.215625,274.83200120925903
451,0.01,1.0,64,29,0.215625,274.83200120925903
452,0.01,1.0,64,29,0.215625,274.83200120925903
453,0.01,1.0,64,29,0.215625,274.83200120925903
454,0.01,1.0,64,29,0.215625,274.83200120925903
455,0.01,1.0,64,29,0.215625,274.83200120925903
456,0.01,1.0,64,29,0.215625,274.83200120925903
457,0.01,1.0,64,29,0.215625,274.83200120925903
458,0.01,1.0,64,29,0.215625,274.83200120925903
459,0.01,1.0,64,29,0.215625,274.83200120925903
460,0.01,1.0,64,29,0.215625,274.83200120925903
461,0.1,0.01,64,29,0.996875,277.70875573158264
462,0.1,0.01,64,29,0.996875,277.70875573158264
463,0.1,0.01,64,29,0.996875,277.70875573158264
464,0.1,0.01,64,29,0.996875,277.70875573158264
465,0.1,0.01,64,29,0.996875,277.70875573158264
466,0.1,0.01,64,29,0.996875,277.70875573158264
467,0.1,0.01,64,29,0.996875,277.70875573158264
468,0.1,0.01,64,29,0.996875,277.70875573158264
469,0.1,0.01,64,29,0.996875,277.70875573158264
470,0.1,0.01,64,29,0.996875,277.70875573158264
471,0.1,0.01,64,29,0.996875,277.70875573158264
472,0.1,0.01,64,29,0.996875,277.70875573158264
473,0.1,0.01,64,29,0.996875,277.70875573158264
474,0.1,0.01,64,29,0.996875,277.70875573158264
475,0.1,0.01,64,29,0.996875,277.70875573158264
476,0.1,0.01,64,29,0.996875,277.70875573158264
477,0.1,0.01,64,29,0.996875,277.70875573158264
478,0.1,0.01,64,29,0.996875,277.70875573158264
479,0.1,0.01,64,29,0.996875,277.70875573158264
480,0.1,0.01,64,29,0.996875,277.70875573158264
481,0.1,0.01,64,29,0.996875,277.70875573158264
482,0.1,0.01,64,29,0.996875,277.70875573158264
483,0.1,0.01,64,29,0.996875,277.70875573158264
484,0.1,0.01,64,29,0.996875,277.70875573158264
485,0.1,0.01,64,29,0.996875,277.70875573158264
486,0.1,0.01,64,29,0.996875,277.70875573158264
487,0.1,0.01,64,29,0.996875,277.70875573158264
488,0.1,0.01,64,29,0.996875,277.70875573158264
489,0.1,0.01,64,29,0.996875,277.70875573158264
490,0.1,0.01,64,29,0.996875,277.70875573158264
491,0.1,0.1,64,27,1.0,257.97212767601013
492,0.1,0.1,64,27,1.0,257.97212767601013
493,0.1,0.1,64,27,1.0,257.97212767601013
494,0.1,0.1,64,27,1.0,257.97212767601013
495,0.1,0.1,64,27,1.0,257.97212767601013
496,0.1,0.1,64,27,1.0,257.97212767601013
497,0.1,0.1,64,27,1.0,257.97212767601013
498,0.1,0.1,64,27,1.0,257.97212767601013
499,0.1,0.1,64,27,1.0,257.97212767601013
500,0.1,0.1,64,27,1.0,257.97212767601013
501,0.1,0.1,64,27,1.0,257.97212767601013
502,0.1,0.1,64,27,1.0,257.97212767601013
503,0.1,0.1,64,27,1.0,257.97212767601013
504,0.1,0.1,64,27,1.0,257.97212767601013
505,0.1,0.1,64,27,1.0,257.97212767601013
506,0.1,0.1,64,27,1.0,257.97212767601013
507,0.1,0.1,64,27,1.0,257.97212767601013
508,0.1,0.1,64,27,1.0,257.97212767601013
509,0.1,0.1,64,27,1.0,257.97212767601013
510,0.1,0.1,64,27,1.0,257.97212767601013
511,0.1,0.1,64,27,1.0,257.97212767601013
512,0.1,0.1,64,27,1.0,257.97212767601013
513,0.1,0.1,64,27,1.0,257.97212767601013
514,0.1,0.1,64,27,1.0,257.97212767601013
515,0.1,0.1,64,27,1.0,257.97212767601013
516,0.1,0.1,64,27,1.0,257.97212767601013
517,0.1,0.1,64,27,1.0,257.97212767601013
518,0.1,0.1,64,27,1.0,257.97212767601013
519,0.1,1.0,64,29,0.1375,276.71840381622314
520,0.1,1.0,64,29,0.1375,276.71840381622314
521,0.1,1.0,64,29,0.1375,276.71840381622314
522,0.1,1.0,64,29,0.1375,276.71840381622314
523,0.1,1.0,64,29,0.1375,276.71840381622314
524,0.1,1.0,64,29,0.1375,276.71840381622314
525,0.1,1.0,64,29,0.1375,276.71840381622314
526,0.1,1.0,64,29,0.1375,276.71840381622314
527,0.1,1.0,64,29,0.1375,276.71840381622314
528,0.1,1.0,64,29,0.1375,276.71840381622314
529,0.1,1.0,64,29,0.1375,276.71840381622314
530,0.1,1.0,64,29,0.1375,276.71840381622314
531,0.1,1.0,64,29,0.1375,276.71840381622314
532,0.1,1.0,64,29,0.1375,276.71840381622314
533,0.1,1.0,64,29,0.1375,276.71840381622314
534,0.1,1.0,64,29,0.1375,276.71840381622314
535,0.1,1.0,64,29,0.1375,276.71840381622314
536,0.1,1.0,64,29,0.1375,276.71840381622314
537,0.1,1.0,64,29,0.1375,276.71840381622314
538,0.1,1.0,64,29,0.1375,276.71840381622314
539,0.1,1.0,64,29,0.1375,276.71840381622314
540,0.1,1.0,64,29,0.1375,276.71840381622314
541,0.1,1.0,64,29,0.1375,276.71840381622314
542,0.1,1.0,64,29,0.1375,276.71840381622314
543,0.1,1.0,64,29,0.1375,276.71840381622314
544,0.1,1.0,64,29,0.1375,276.71840381622314
545,0.1,1.0,64,29,0.1375,276.71840381622314
546,0.1,1.0,64,29,0.1375,276.71840381622314
547,0.1,1.0,64,29,0.1375,276.71840381622314
548,0.1,1.0,64,29,0.1375,276.71840381622314
549,1.0,0.01,64,8,1.0,82.68238568305969
550,1.0,0.01,64,8,1.0,82.68238568305969
551,1.0,0.01,64,8,1.0,82.68238568305969
552,1.0,0.01,64,8,1.0,82.68238568305969
553,1.0,0.01,64,8,1.0,82.68238568305969
554,1.0,0.01,64,8,1.0,82.68238568305969
555,1.0,0.01,64,8,1.0,82.68238568305969
556,1.0,0.01,64,8,1.0,82.68238568305969
557,1.0,0.01,64,8,1.0,82.68238568305969
558,1.0,0.1,64,12,1.0,120.01202869415283
559,1.0,0.1,64,12,1.0,120.01202869415283
560,1.0,0.1,64,12,1.0,120.01202869415283
561,1.0,0.1,64,12,1.0,120.01202869415283
562,1.0,0.1,64,12,1.0,120.01202869415283
563,1.0,0.1,64,12,1.0,120.01202869415283
564,1.0,0.1,64,12,1.0,120.01202869415283
565,1.0,0.1,64,12,1.0,120.01202869415283
566,1.0,0.1,64,12,1.0,120.01202869415283
567,1.0,0.1,64,12,1.0,120.01202869415283
568,1.0,0.1,64,12,1.0,120.01202869415283
569,1.0,0.1,64,12,1.0,120.01202869415283
570,1.0,0.1,64,12,1.0,120.01202869415283
571,1.0,1.0,64,29,0.128125,274.75363326072693
572,1.0,1.0,64,29,0.128125,274.75363326072693
573,1.0,1.0,64,29,0.128125,274.75363326072693
574,1.0,1.0,64,29,0.128125,274.75363326072693
575,1.0,1.0,64,29,0.128125,274.75363326072693
576,1.0,1.0,64,29,0.128125,274.75363326072693
577,1.0,1.0,64,29,0.128125,274.75363326072693
578,1.0,1.0,64,29,0.128125,274.75363326072693
579,1.0,1.0,64,29,0.128125,274.75363326072693
580,1.0,1.0,64,29,0.128125,274.75363326072693
581,1.0,1.0,64,29,0.128125,274.75363326072693
582,1.0,1.0,64,29,0.128125,274.75363326072693
583,1.0,1.0,64,29,0.128125,274.75363326072693
584,1.0,1.0,64,29,0.128125,274.75363326072693
585,1.0,1.0,64,29,0.128125,274.75363326072693
586,1.0,1.0,64,29,0.128125,274.75363326072693
587,1.0,1.0,64,29,0.128125,274.75363326072693
588,1.0,1.0,64,29,0.128125,274.75363326072693
589,1.0,1.0,64,29,0.128125,274.75363326072693
590,1.0,1.0,64,29,0.128125,274.75363326072693
591,1.0,1.0,64,29,0.128125,274.75363326072693
592,1.0,1.0,64,29,0.128125,274.75363326072693
593,1.0,1.0,64,29,0.128125,274.75363326072693
594,1.0,1.0,64,29,0.128125,274.75363326072693
595,1.0,1.0,64,29,0.128125,274.75363326072693
596,1.0,1.0,64,29,0.128125,274.75363326072693
597,1.0,1.0,64,29,0.128125,274.75363326072693
598,1.0,1.0,64,29,0.128125,274.75363326072693
599,1.0,1.0,64,29,0.128125,274.75363326072693
600,1.0,1.0,64,29,0.128125,274.75363326072693
601,0.01,0.01,128,29,0.95,241.10367965698242
602,0.01,0.01,128,29,0.95,241.10367965698242
603,0.01,0.01,128,29,0.95,241.10367965698242
604,0.01,0.01,128,29,0.95,241.10367965698242
605,0.01,0.01,128,29,0.95,241.10367965698242
606,0.01,0.01,128,29,0.95,241.10367965698242
607,0.01,0.01,128,29,0.95,241.10367965698242
608,0.01,0.01,128,29,0.95,241.10367965698242
609,0.01,0.01,128,29,0.95,241.10367965698242
610,0.01,0.01,128,29,0.95,241.10367965698242
611,0.01,0.01,128,29,0.95,241.10367965698242
612,0.01,0.01,128,29,0.95,241.10367965698242
613,0.01,0.01,128,29,0.95,241.10367965698242
614,0.01,0.01,128,29,0.95,241.10367965698242
615,0.01,0.01,128,29,0.95,241.10367965698242
616,0.01,0.01,128,29,0.95,241.10367965698242
617,0.01,0.01,128,29,0.95,241.10367965698242
618,0.01,0.01,128,29,0.95,241.10367965698242
619,0.01,0.01,128,29,0.95,241.10367965698242
620,0.01,0.01,128,29,0.95,241.10367965698242
621,0.01,0.01,128,29,0.95,241.10367965698242
622,0.01,0.01,128,29,0.95,241.10367965698242
623,0.01,0.01,128,29,0.95,241.10367965698242
624,0.01,0.01,128,29,0.95,241.10367965698242
625,0.01,0.01,128,29,0.95,241.10367965698242
626,0.01,0.01,128,29,0.95,241.10367965698242
627,0.01,0.01,128,29,0.95,241.10367965698242
628,0.01,0.01,128,29,0.95,241.10367965698242
629,0.01,0.01,128,29,0.95,241.10367965698242
630,0.01,0.01,128,29,0.95,241.10367965698242
631,0.01,0.1,128,29,0.9640625,242.21726036071777
632,0.01,0.1,128,29,0.9640625,242.21726036071777
633,0.01,0.1,128,29,0.9640625,242.21726036071777
634,0.01,0.1,128,29,0.9640625,242.21726036071777
635,0.01,0.1,128,29,0.9640625,242.21726036071777
636,0.01,0.1,128,29,0.9640625,242.21726036071777
637,0.01,0.1,128,29,0.9640625,242.21726036071777
638,0.01,0.1,128,29,0.9640625,242.21726036071777
639,0.01,0.1,128,29,0.9640625,242.21726036071777
640,0.01,0.1,128,29,0.9640625,242.21726036071777
641,0.01,0.1,128,29,0.9640625,242.21726036071777
642,0.01,0.1,128,29,0.9640625,242.21726036071777
643,0.01,0.1,128,29,0.9640625,242.21726036071777
644,0.01,0.1,128,29,0.9640625,242.21726036071777
645,0.01,0.1,128,29,0.9640625,242.21726036071777
646,0.01,0.1,128,29,0.9640625,242.21726036071777
647,0.01,0.1,128,29,0.9640625,242.21726036071777
648,0.01,0.1,128,29,0.9640625,242.21726036071777
649,0.01,0.1,128,29,0.9640625,242.21726036071777
650,0.01,0.1,128,29,0.9640625,242.21726036071777
651,0.01,0.1,128,29,0.9640625,242.21726036071777
652,0.01,0.1,128,29,0.9640625,242.21726036071777
653,0.01,0.1,128,29,0.9640625,242.21726036071777
654,0.01,0.1,128,29,0.9640625,242.21726036071777
655,0.01,0.1,128,29,0.9640625,242.21726036071777
656,0.01,0.1,128,29,0.9640625,242.21726036071777
657,0.01,0.1,128,29,0.9640625,242.21726036071777
658,0.01,0.1,128,29,0.9640625,242.21726036071777
659,0.01,0.1,128,29,0.9640625,242.21726036071777
660,0.01,0.1,128,29,0.9640625,242.21726036071777
661,0.01,1.0,128,29,0.20625,241.6557800769806
662,0.01,1.0,128,29,0.20625,241.6557800769806
663,0.01,1.0,128,29,0.20625,241.6557800769806
664,0.01,1.0,128,29,0.20625,241.6557800769806
665,0.01,1.0,128,29,0.20625,241.6557800769806
666,0.01,1.0,128,29,0.20625,241.6557800769806
667,0.01,1.0,128,29,0.20625,241.6557800769806
668,0.01,1.0,128,29,0.20625,241.6557800769806
669,0.01,1.0,128,29,0.20625,241.6557800769806
670,0.01,1.0,128,29,0.20625,241.6557800769806
671,0.01,1.0,128,29,0.20625,241.6557800769806
672,0.01,1.0,128,29,0.20625,241.6557800769806
673,0.01,1.0,128,29,0.20625,241.6557800769806
674,0.01,1.0,128,29,0.20625,241.6557800769806
675,0.01,1.0,128,29,0.20625,241.6557800769806
676,0.01,1.0,128,29,0.20625,241.6557800769806
677,0.01,1.0,128,29,0.20625,241.6557800769806
678,0.01,1.0,128,29,0.20625,241.6557800769806
679,0.01,1.0,128,29,0.20625,241.6557800769806
680,0.01,1.0,128,29,0.20625,241.6557800769806
681,0.01,1.0,128,29,0.20625,241.6557800769806
682,0.01,1.0,128,29,0.20625,241.6557800769806
683,0.01,1.0,128,29,0.20625,241.6557800769806
684,0.01,1.0,128,29,0.20625,241.6557800769806
685,0.01,1.0,128,29,0.20625,241.6557800769806
686,0.01,1.0,128,29,0.20625,241.6557800769806
687,0.01,1.0,128,29,0.20625,241.6557800769806
688,0.01,1.0,128,29,0.20625,241.6557800769806
689,0.01,1.0,128,29,0.20625,241.6557800769806
690,0.01,1.0,128,29,0.20625,241.6557800769806
691,0.1,0.01,128,29,0.9953125,242.18234491348267
692,0.1,0.01,128,29,0.9953125,242.18234491348267
693,0.1,0.01,128,29,0.9953125,242.18234491348267
694,0.1,0.01,128,29,0.9953125,242.18234491348267
695,0.1,0.01,128,29,0.9953125,242.18234491348267
696,0.1,0.01,128,29,0.9953125,242.18234491348267
697,0.1,0.01,128,29,0.9953125,242.18234491348267
698,0.1,0.01,128,29,0.9953125,242.18234491348267
699,0.1,0.01,128,29,0.9953125,242.18234491348267
700,0.1,0.01,128,29,0.9953125,242.18234491348267
701,0.1,0.01,128,29,0.9953125,242.18234491348267
702,0.1,0.01,128,29,0.9953125,242.18234491348267
703,0.1,0.01,128,29,0.9953125,242.18234491348267
704,0.1,0.01,128,29,0.9953125,242.18234491348267
705,0.1,0.01,128,29,0.9953125,242.18234491348267
706,0.1,0.01,128,29,0.9953125,242.18234491348267
707,0.1,0.01,128,29,0.9953125,242.18234491348267
708,0.1,0.01,128,29,0.9953125,242.18234491348267
709,0.1,0.01,128,29,0.9953125,242.18234491348267
710,0.1,0.01,128,29,0.9953125,242.18234491348267
711,0.1,0.01,128,29,0.9953125,242.18234491348267
712,0.1,0.01,128,29,0.9953125,242.18234491348267
713,0.1,0.01,128,29,0.9953125,242.18234491348267
714,0.1,0.01,128,29,0.9953125,242.18234491348267
715,0.1,0.01,128,29,0.9953125,242.18234491348267
716,0.1,0.01,128,29,0.9953125,242.18234491348267
717,0.1,0.01,128,29,0.9953125,242.18234491348267
718,0.1,0.01,128,29,0.9953125,242.18234491348267
719,0.1,0.01,128,29,0.9953125,242.18234491348267
720,0.1,0.01,128,29,0.9953125,242.18234491348267
721,0.1,0.1,128,29,0.996875,241.5365607738495
722,0.1,0.1,128,29,0.996875,241.5365607738495
723,0.1,0.1,128,29,0.996875,241.5365607738495
724,0.1,0.1,128,29,0.996875,241.5365607738495
725,0.1,0.1,128,29,0.996875,241.5365607738495
726,0.1,0.1,128,29,0.996875,241.5365607738495
727,0.1,0.1,128,29,0.996875,241.5365607738495
728,0.1,0.1,128,29,0.996875,241.5365607738495
729,0.1,0.1,128,29,0.996875,241.5365607738495
730,0.1,0.1,128,29,0.996875,241.5365607738495
731,0.1,0.1,128,29,0.996875,241.5365607738495
732,0.1,0.1,128,29,0.996875,241.5365607738495
733,0.1,0.1,128,29,0.996875,241.5365607738495
734,0.1,0.1,128,29,0.996875,241.5365607738495
735,0.1,0.1,128,29,0.996875,241.5365607738495
736,0.1,0.1,128,29,0.996875,241.5365607738495
737,0.1,0.1,128,29,0.996875,241.5365607738495
738,0.1,0.1,128,29,0.996875,241.5365607738495
739,0.1,0.1,128,29,0.996875,241.5365607738495
740,0.1,0.1,128,29,0.996875,241.5365607738495
741,0.1,0.1,128,29,0.996875,241.5365607738495
742,0.1,0.1,128,29,0.996875,241.5365607738495
743,0.1,0.1,128,29,0.996875,241.5365607738495
744,0.1,0.1,128,29,0.996875,241.5365607738495
745,0.1,0.1,128,29,0.996875,241.5365607738495
746,0.1,0.1,128,29,0.996875,241.5365607738495
747,0.1,0.1,128,29,0.996875,241.5365607738495
748,0.1,0.1,128,29,0.996875,241.5365607738495
749,0.1,0.1,128,29,0.996875,241.5365607738495
750,0.1,0.1,128,29,0.996875,241.5365607738495
751,0.1,1.0,128,29,0.11875,241.80870079994202
752,0.1,1.0,128,29,0.11875,241.80870079994202
753,0.1,1.0,128,29,0.11875,241.80870079994202
754,0.1,1.0,128,29,0.11875,241.80870079994202
755,0.1,1.0,128,29,0.11875,241.80870079994202
756,0.1,1.0,128,29,0.11875,241.80870079994202
757,0.1,1.0,128,29,0.11875,241.80870079994202
758,0.1,1.0,128,29,0.11875,241.80870079994202
759,0.1,1.0,128,29,0.11875,241.80870079994202
760,0.1,1.0,128,29,0.11875,241.80870079994202
761,0.1,1.0,128,29,0.11875,241.80870079994202
762,0.1,1.0,128,29,0.11875,241.80870079994202
763,0.1,1.0,128,29,0.11875,241.80870079994202
764,0.1,1.0,128,29,0.11875,241.80870079994202
765,0.1,1.0,128,29,0.11875,241.80870079994202
766,0.1,1.0,128,29,0.11875,241.80870079994202
767,0.1,1.0,128,29,0.11875,241.80870079994202
768,0.1,1.0,128,29,0.11875,241.80870079994202
769,0.1,1.0,128,29,0.11875,241.80870079994202
770,0.1,1.0,128,29,0.11875,241.80870079994202
771,0.1,1.0,128,29,0.11875,241.80870079994202
772,0.1,1.0,128,29,0.11875,241.80870079994202
773,0.1,1.0,128,29,0.11875,241.80870079994202
774,0.1,1.0,128,29,0.11875,241.80870079994202
775,0.1,1.0,128,29,0.11875,241.80870079994202
776,0.1,1.0,128,29,0.11875,241.80870079994202
777,0.1,1.0,128,29,0.11875,241.80870079994202
778,0.1,1.0,128,29,0.11875,241.80870079994202
779,0.1,1.0,128,29,0.11875,241.80870079994202
780,0.1,1.0,128,29,0.11875,241.80870079994202
781,1.0,0.01,128,21,1.0,177.25851774215698
782,1.0,0.01,128,21,1.0,177.25851774215698
783,1.0,0.01,128,21,1.0,177.25851774215698
784,1.0,0.01,128,21,1.0,177.25851774215698
785,1.0,0.01,128,21,1.0,177.25851774215698
786,1.0,0.01,128,21,1.0,177.25851774215698
787,1.0,0.01,128,21,1.0,177.25851774215698
788,1.0,0.01,128,21,1.0,177.25851774215698
789,1.0,0.01,128,21,1.0,177.25851774215698
790,1.0,0.01,128,21,1.0,177.25851774215698
791,1.0,0.01,128,21,1.0,177.25851774215698
792,1.0,0.01,128,21,1.0,177.25851774215698
793,1.0,0.01,128,21,1.0,177.25851774215698
794,1.0,0.01,128,21,1.0,177.25851774215698
795,1.0,0.01,128,21,1.0,177.25851774215698
796,1.0,0.01,128,21,1.0,177.25851774215698
797,1.0,0.01,128,21,1.0,177.25851774215698
798,1.0,0.01,128,21,1.0,177.25851774215698
799,1.0,0.01,128,21,1.0,177.25851774215698
800,1.0,0.01,128,21,1.0,177.25851774215698
801,1.0,0.01,128,21,1.0,177.25851774215698
802,1.0,0.01,128,21,1.0,177.25851774215698
803,1.0,0.1,128,19,1.0,161.6846969127655
804,1.0,0.1,128,19,1.0,161.6846969127655
805,1.0,0.1,128,19,1.0,161.6846969127655
806,1.0,0.1,128,19,1.0,161.6846969127655
807,1.0,0.1,128,19,1.0,161.6846969127655
808,1.0,0.1,128,19,1.0,161.6846969127655
809,1.0,0.1,128,19,1.0,161.6846969127655
810,1.0,0.1,128,19,1.0,161.6846969127655
811,1.0,0.1,128,19,1.0,161.6846969127655
812,1.0,0.1,128,19,1.0,161.6846969127655
813,1.0,0.1,128,19,1.0,161.6846969127655
814,1.0,0.1,128,19,1.0,161.6846969127655
815,1.0,0.1,128,19,1.0,161.6846969127655
816,1.0,0.1,128,19,1.0,161.6846969127655
817,1.0,0.1,128,19,1.0,161.6846969127655
818,1.0,0.1,128,19,1.0,161.6846969127655
819,1.0,0.1,128,19,1.0,161.6846969127655
820,1.0,0.1,128,19,1.0,161.6846969127655
821,1.0,0.1,128,19,1.0,161.6846969127655
822,1.0,0.1,128,19,1.0,161.6846969127655
823,1.0,1.0,128,29,0.1296875,242.5537407398224
824,1.0,1.0,128,29,0.1296875,242.5537407398224
825,1.0,1.0,128,29,0.1296875,242.5537407398224
826,1.0,1.0,128,29,0.1296875,242.5537407398224
827,1.0,1.0,128,29,0.1296875,242.5537407398224
828,1.0,1.0,128,29,0.1296875,242.5537407398224
829,1.0,1.0,128,29,0.1296875,242.5537407398224
830,1.0,1.0,128,29,0.1296875,242.5537407398224
831,1.0,1.0,128,29,0.1296875,242.5537407398224
832,1.0,1.0,128,29,0.1296875,242.5537407398224
833,1.0,1.0,128,29,0.1296875,242.5537407398224
834,1.0,1.0,128,29,0.1296875,242.5537407398224
835,1.0,1.0,128,29,0.1296875,242.5537407398224
836,1.0,1.0,128,29,0.1296875,242.5537407398224
837,1.0,1.0,128,29,0.1296875,242.5537407398224
838,1.0,1.0,128,29,0.1296875,242.5537407398224
839,1.0,1.0,128,29,0.1296875,242.5537407398224
840,1.0,1.0,128,29,0.1296875,242.5537407398224
841,1.0,1.0,128,29,0.1296875,242.5537407398224
842,1.0,1.0,128,29,0.1296875,242.5537407398224
843,1.0,1.0,128,29,0.1296875,242.5537407398224
844,1.0,1.0,128,29,0.1296875,242.5537407398224
845,1.0,1.0,128,29,0.1296875,242.5537407398224
846,1.0,1.0,128,29,0.1296875,242.5537407398224
847,1.0,1.0,128,29,0.1296875,242.5537407398224
848,1.0,1.0,128,29,0.1296875,242.5537407398224
849,1.0,1.0,128,29,0.1296875,242.5537407398224
850,1.0,1.0,128,29,0.1296875,242.5537407398224
851,1.0,1.0,128,29,0.1296875,242.5537407398224
852,1.0,1.0,128,29,0.1296875,242.5537407398224
